name,lat,lon,gmu_id
Apache,40.8348606,-105.649782,8
Ute,40.8338136,-105.6527916,8
Trappers,40.8323355,-105.666786,8
Cabin Creek Trail,40.8351794,-105.6740117,8
Blue Lake Trail,40.5811447,-105.8551719,7
West Branch Trail,40.653003,-105.8984857,7
Rawah Trail,40.6729263,-105.9386524,7
Rawah Trail,40.7158033,-105.9167231,7
Edge Loop Trail,39.3094935,-108.689264,30
Zippity,39.3087225,-108.7112868,30
Jouflas Trail,39.1556437,-109.0139904,30
Jouflas Trail,39.1651583,-109.0261503,30
Mosca Pass Trail,37.7342646,-105.5084234,82
Old Ski Run Trail,39.535682,-105.2768164,461
Sunny Aspen Trail,39.5389612,-105.2771299,461
Frontside Trail,39.3460354,-108.7271446,30
South Boulder Creek Trail,39.9028499,-105.6462752,38
Ute Garden Trail,39.0313921,-108.697577,40
Midland,38.8337497,-106.076521,49
Midland (1450),38.8341041,-106.0514407,49
Midland (1450),38.8323315,-106.0782525,49
Midland,38.8444102,-106.0055908,49
Midland (1450),38.8327121,-106.0799619,49
Arapaho Pass Trail,40.0996028,-105.7302654,18
Arapaho Pass Trail,40.0995986,-105.7307082,18
Buchanan Pass Trail,40.1174894,-105.6749897,18
Buchanan Pass Trail,40.1222721,-105.652676,18
Pawnee Pass Trail,40.0704773,-105.6086118,29
Pawnee Pass Trail,40.0720002,-105.6156519,29
Pawnee Pass Trail,40.0722161,-105.6158011,29
Pawnee Pass Trail,40.0721178,-105.6155966,29
Beaver Creek Trail,40.1300124,-105.57472,20
North Fork Trail,39.4645704,-105.2280487,461
Beasway Trail,38.591917,-105.9433648,57
Crater Trail,38.5656535,-105.9296126,57
North Trail,39.6342567,-106.4182924,36
Arbaney Kittel,39.3332319,-106.8345322,47
Arbaney-Kittell,39.3137094,-106.7968728,47
Stein Trail,39.2176623,-106.8546403,47
Bartlett Trail,37.878723,-104.9997643,84
Greenhorn Trail,37.8970612,-105.0367171,84
Emerald Meadows,40.4787479,-106.840482,131
Howelsen Meadows Trail,40.4736875,-106.8367614,131
Ricky's Ridge,40.4751803,-106.8387455,131
Little Moab,40.4651189,-106.8423699,131
Hudson Trail,40.465217,-106.8557293,131
Quarry Mountain Trail,40.4631059,-106.8495531,131
MGM Trail,40.4720667,-106.8478052,131
Angry Grouse Trail,40.4676897,-106.84909,131
Larry's Trail,40.4714282,-106.8468992,131
Molly's Trail,40.479579,-106.8471549,131
NPR Trail,40.4694639,-106.8425665,131
Waterfall Spur,40.7395028,-105.8986102,7
Ridge Trail,40.4600771,-106.8937092,131
Lane of Pain Trail,40.461646,-106.8638428,131
Beall Trail,40.4456862,-106.8821709,131
Upper Hodgeback,38.8520597,-104.875892,59
Pawnee Peak,40.0793953,-105.6342166,29
Needle Eye bypass social trail,39.9378457,-105.6600586,38
Templeton Trail,38.8811943,-104.7718832,110
South Boulder Creek Trail,39.9020862,-105.64768,38
Barr Trail,38.8461215,-105.0209076,59
Barr Trail,38.8446613,-105.0309424,59
Crystal Trail Lookout,38.4898851,-107.5791667,63
Columbine Trail,38.7912194,-104.8653161,59
South Canyon Trail,38.7885878,-104.8650742,59
Forest Lakes,39.8972932,-105.658662,38
McCullough Gulch Trail,39.4069618,-106.0959044,37
Boulder Run,38.7360849,-104.8304428,59
Section 16,38.8258314,-104.9058155,59
Cisneros Trail,37.9480723,-105.1049052,84
Clayton Lake Trail,39.8883419,-105.6784205,38
Devil's Thumb Trail,39.9540574,-105.6198136,29
Devils Thumb Trail,39.9546597,-105.6163682,29
Lime Mesa Trail,37.5593303,-107.673053,75
West Cisnero,37.9154341,-105.0981263,84
Foot Trail North,40.3935748,-104.093396,95
Foot Trail North,40.3995712,-104.094344,95
Foot Trail North,40.395406,-104.0938123,95
Timber Lake Trail,40.37492,-105.8150634,18
timber lake social trail loop,40.3745238,-105.7963201,18
Columbine Trail,38.7936041,-104.885671,59
Alcove Nature TRail,39.0984148,-108.7396407,40
Alcove Nature TRail,39.0998017,-108.7366807,40
Palmer Divide Ranch Trail,39.1822951,-104.7442994,104
Lincoln Mountain Trail,39.1774789,-104.7545133,104
Willow Tree / Water Hole Spur,39.1823099,-104.7420585,104
Lincoln Mountain Trail Head,39.1757324,-104.7505329,104
Willow Tree / Water Hole Spur,39.1820199,-104.7419551,104
Lower Rim Cut Off,39.1857546,-104.7466812,104
Deweys Hill,39.1818785,-104.7498691,104
Sand Creek Trail,38.9335348,-104.6880894,110
Sand Creek Trail,38.9409297,-104.6834118,110
Sand Creek Trail,38.9409035,-104.6823746,110
Sand Creek Trail,38.9269341,-104.6935994,110
Sand Creek Trail,38.9406023,-104.6817242,110
Sand Creek Trail,38.9183617,-104.6988085,110
Sand Creek Trail,38.9130873,-104.7014903,110
Sand Creek Trail,38.9073101,-104.7037746,110
Sand Creek Trail,38.9015275,-104.7059377,110
Sand Creek Trail,38.9249729,-104.6956737,110
Sand Creek Trail,38.9238206,-104.696321,110
Sand Creek Trail,38.8981464,-104.7077315,110
Chiquita Mountain Bypass,40.4444917,-105.6956062,20
Ypsilon Summit Route,40.4508228,-105.6863225,20
Chapin Creek Trail,40.4399028,-105.7269308,20
Spectacle Lakes,40.4455886,-105.667423,20
Sourdough Trail,40.1222086,-105.5139975,20
Sourdough Trail,40.1066498,-105.5207738,20
Sourdough Trail,40.1007352,-105.5276456,20
Sourdough Trail,40.0930882,-105.5325858,20
South Saint Vrain,40.0880911,-105.54853,20
6th Street Connector Trail,39.998614,-105.2846645,29
Viewpoint Trail only,39.7035384,-105.1684643,391
North Access Trail,39.7008659,-105.1706678,391
Staunton Ranch Trail,39.5135304,-105.3941737,46
Bear Creek (Nature Center),38.8271424,-104.8723728,59
Bear Creek Regional Park,38.8247159,-104.8612068,59
Bear Creek Trail,38.8210844,-104.8531229,59
Ute Valley Park Trail,38.916287,-104.8471095,511
Ute Valley Park Trail,38.9245672,-104.8567469,511
Tombstone Nature Trail,40.8048433,-106.9589166,214
Peak Connect,39.4842459,-106.0688449,37
Columbine,39.4801495,-106.0845415,37
Game Trail,39.4839146,-106.083979,37
Swinger,39.4780518,-106.0732502,37
Pence Miller,39.4899184,-106.0521328,37
Bummers Rock Trail,40.012043,-105.3435212,29
Weminuche Trail,37.7031419,-107.2905461,76
Summit County Recreational Pathway,39.5718493,-106.0701234,37
Frisco Pathway,39.5733123,-106.0925335,37
Skyline/Highline-Opal Lake Trail,37.6784527,-107.3513906,751
Lower Peaks Trail,39.4889216,-106.0679205,37
Peaks Connection,39.4872163,-106.0680517,37
West Loop,40.8062255,-105.5421137,191
Columbine Ridge Loop,40.8133823,-105.5426121,191
Lower 4 O'Clock,39.4744084,-106.0622729,37
Breakaway,39.474531,-106.0795208,37
Peak 8 Road,39.473513,-106.0754777,37
Swinger,39.4746952,-106.076195,37
Peaks Connect,39.481481,-106.0695678,37
Lower Peaks Trail,39.4923059,-106.0687239,37
Lower Peaks Trail,39.4899931,-106.0687105,37
Peaks Trail,39.5010348,-106.0801841,37
Peaks Trail,39.4987572,-106.0814822,37
Peaks Trail,39.5070866,-106.0804606,37
Peaks Trail,39.522336,-106.076795,37
Peaks Trail,39.5300277,-106.0792604,37
Gold HIll Trail,39.538011,-106.0621934,37
Iron Springs,39.5683716,-106.0777863,37
Gifford Pinchot Trail,39.5635972,-106.0670151,37
Gifford Pinchot Trail,39.5536518,-106.071247,37
Ophir Mountain Road,39.5536066,-106.0783886,37
Gold HIll Trail,39.5413875,-106.0530842,37
Gifford Pinchot Trail,39.5446041,-106.0748715,37
Gifford Pinchot Trail,39.5477657,-106.0779756,37
Wilder Gulch Connect Trail,39.5224949,-106.2176003,37
Blue Sky,39.4772431,-106.0528457,37
Old Quandary Peak Trail,39.3927681,-106.081091,37
Weminuche Trail (592),37.5761318,-107.28576,77
Cheyenne Rim Trail,40.9679743,-105.1307195,9
East Fork Weminuche Trail (659),37.6046872,-107.2781392,77
Cheyenne Rim Trail,41.0013571,-105.1786453,Unknown
Cheyenne Rim Trail,40.9947343,-105.1622406,9
Hossick Creek Trail,37.573352,-107.2443573,77
McCullough Gulch Trail,39.4067352,-106.1062108,37
The Burn Trail,40.2675511,-105.8829569,18
Hossick Creek Trail,37.587893,-107.2201494,77
Grizzly Lake Trail,37.6391788,-107.2512449,76
Grizzly Creek Trail,37.6806313,-107.2464339,76
dog park connect,37.2681633,-107.8869284,741
dog park connect,37.2685111,-107.8865531,741
Red Rocks,40.0167838,-105.2976831,29
Hornbek Trail,38.9206518,-105.2841297,581
Mohawk Lakes Trail,39.42129,-106.0773308,37
Mohawk Lakes Trail,39.4208978,-106.0796649,37
Spruce Creek Trail,39.4327536,-106.0540531,37
Spruce Creek Trail,39.434893,-106.0521805,37
Wachob Trail,37.997318,-105.0524724,84
Elk Creek Trail (731),37.125664,-106.4043479,81
Wilson Mesa,37.891258,-108.037465,70
Boulder-Grand Pass trail (unmaintained),40.2248204,-105.6667164,20
Boulder-Grand Pass Trail,40.2233239,-105.6546821,20
Wild Basin Trail,40.2077303,-105.5665195,20
Wild Basin Trail,40.1955604,-105.5906811,20
Wild Basin Trail,40.2079411,-105.5664368,20
Wild Basin Trail,40.1974737,-105.5894176,20
Mount Sherman - Southwest Ridge from Fourmile Creek,39.2205846,-106.1738571,49
Davidson Mesa Trail,39.9688005,-105.1782775,29
Davison Mesa Trail,39.9657078,-105.1843358,29
Mount Massive East Slopes (Standard),39.1850757,-106.4626239,48
Washerwoman,39.0656769,-108.6213635,40
Washerwoman,39.0651209,-108.6215271,40
Horror Express,39.0646377,-108.6212817,40
Gingerdead Man,39.0642285,-108.620013,40
The Stuff,39.0667089,-108.6239604,40
Bear Canyon,39.9718574,-105.3052297,29
Bear Canyon,39.9736781,-105.3045824,29
Bear Peak West Ridge,39.9742224,-105.3079374,29
Bear Peak West Ridge,39.9742287,-105.3078755,29
Bear Peak West Ridge,39.9742148,-105.3079985,29
Bear Peak West Ridge,39.9737805,-105.3073672,29
N.C.A.R.,39.977494,-105.2778996,29
Sprague Lake Trail,40.3202737,-105.6027112,20
Sprague Lake Trail,40.3195382,-105.6040665,20
Water Tank Trails,39.0626893,-108.6290323,40
Horror Express,39.0660806,-108.6224274,40
Buckaroo Bonzai or Sanrasfix Corridor,39.0674379,-108.6241576,40
Washerwoman,39.06752,-108.6211957,40
Narnia,39.0631798,-108.6218509,40
One Way Ticket,39.0617573,-108.6311911,40
Dented Door,38.274332,-108.0170347,62
Spring Creek (Middle),38.289784,-108.000972,62
Spring Creek (Middle),38.3055613,-107.990997,62
East Spring Creek No. 1 Road,38.252179,-108.034286,61
Lower Spring Creek Trail,38.3485303,-107.9672683,62
Bull Snake,38.4081798,-107.9314667,62
Broken Antler,38.4039819,-107.931718,62
Vulture Rim,38.4175377,-107.9258129,62
Mailbox,38.4204585,-107.923456,62
Booth Lake Trail,39.6753421,-106.3100549,36
Liberty Cap Trail,39.0634447,-108.6638676,40
Liberty Cap Trail,39.0583218,-108.6693529,40
Window Rock Trail,39.1051638,-108.7272711,40
Hard Ticket To Hawaii,39.0624647,-108.6229669,40
Hard Ticket To Hawaii,39.0615498,-108.6254953,40
Water Tank Trails,39.0610683,-108.6269476,40
Water Tank Trails,39.0615528,-108.6250351,40
Hard Ticket To Hawaii,39.0629723,-108.6217077,40
Hard Ticket to Hawaii,39.0635862,-108.6212618,40
Fore (Double Trouble),39.0624042,-108.6208252,40
Fore (Double Trouble),39.063525,-108.6211514,40
Poudre Falls Climbing Access,40.6490711,-105.8118936,8
Blue Lake Trail,40.5909135,-105.860783,7
Blue Lake Trail,40.5955838,-105.8650895,7
Crystal Wall Climbing Access,40.6935067,-105.3768241,19
Crystal Wall Climbing Access,40.6935079,-105.3763161,19
Missouri Gulch Trail,38.9978694,-106.374987,48
Missouri Gulch Trail,38.9975047,-106.375033,481
Missouri Gulch Trail,38.9858359,-106.3733945,481
Missouri Gulch Trail,38.942119,-106.3631519,481
Missouri Gulch Trail,38.964976,-106.375405,481
Lake Helene Trail,40.3207769,-105.6857317,20
Hogback Nature Trail,37.6183749,-104.8374939,85
Box O' Rox Trail,39.7060636,-105.1859824,391
Box O' Rox Trail,39.7077247,-105.1833909,391
Rooney Valley Trail,39.6935666,-105.1756747,391
North Access Trail,39.707788,-105.1667178,391
Fancy Lake Spur #2006.1A,39.4097467,-106.4888142,45
Missouri Lakes #2003,39.3981197,-106.5032377,45
Gutz Trail,38.484443,-105.998247,86
Elkhorn Trail,39.6181935,-106.5306256,45
New Sand Canyon Trail,38.8391792,-104.8942802,59
Upper Codell,38.8363035,-104.8806769,59
Captain Morgans,38.8001485,-104.8790915,59
Gold Camp Path,38.7989865,-104.8742356,59
Chamberlain,38.796424,-104.8704764,59
Fern Valley Access,38.8243119,-104.9186136,59
Bock Trail,38.8485708,-104.878656,59
Bock Trail,38.8491085,-104.8794433,59
Bock Trail,38.8502031,-104.8780865,59
Old Quarry Trail,38.8488415,-104.878116,59
Bock Trail,38.8505968,-104.8766237,59
Lion Trail,38.8458146,-104.8781986,59
Sand Creek Trail,38.9265362,-104.6948003,110
Sand Creek Trail,38.9261438,-104.6953327,110
Horn Fork Basin Trail,38.8897337,-106.305476,481
Horn Fork Basin Trail,38.8704398,-106.2917939,481
Horn Fork Basin Trail,38.8702248,-106.2788932,481
Red Rock Lake Spur Trail,40.0836556,-105.5412475,20
Castle Rock Trail,37.6012503,-107.8356321,74
Spud Lake Trail (661),37.6575961,-107.7697125,74
Cosmo's Cowpath,40.7720692,-105.5447704,8
Lily Moon Meadow Loop,40.7749831,-105.5536762,8
Mount Harvard/Horn Fork Trail,38.9167004,-106.3181032,481
Colorado Trail (Segment 3),39.332182,-105.3147785,501
Colorado Trail (Segment 3),39.3299371,-105.2900798,501
Buffalo Burn 758,39.356755,-105.2535115,501
Colorado Trail (Segment 2),39.4026298,-105.2240567,501
Colorado Trail (Segment 2),39.3923288,-105.2371342,501
Colorado Trail (Segment 2),39.3700532,-105.2419774,501
Colorado Trail (Segment 2),39.4036275,-105.201545,501
North Fork Trail,39.4286743,-105.1964683,461
North Fork Trail,39.43781,-105.2020876,461
North Fork Trail,39.4562899,-105.216801,461
North Fork Trail,39.46086,-105.223698,461
Sandy Wash 791,39.3786802,-105.3037298,501
Nice Kitty 768,39.3742015,-105.2736844,501
Colorado Trail (Segment 3),39.341007,-105.3896445,501
Colorado Trail (Segment 5),39.3867526,-105.731277,501
Colorado Trail (Segment 5),39.4050932,-105.7457211,501
Colorado Trail (Segment 6),39.4282271,-105.8243259,500
Colorado Trail (Segment 6),39.430977,-105.8601564,500
Colorado Trail (Segment 6),39.442628,-105.88707,500
Colorado Trail (Segment 6),39.4769292,-105.9133603,37
The Great Flume,39.4815045,-105.9444635,37
Bacon Bits Trail,38.8378234,-106.0679793,49
Powerline Trail,40.7798272,-105.5579373,8
Hidden Valley Trail,40.4130331,-105.1527469,20
Hidden Valley Trail,40.4202065,-105.1574739,20
South Canyon Trail,38.7867312,-104.8678181,59
South Canyon Trail,38.7874472,-104.8659794,59
Indian Creek trail 41,39.6007968,-105.5090262,39
Miller Gulch Road,39.3729404,-105.3464519,501
Shinglemill 725,39.3553384,-105.294596,501
Log Jumper 677.a,39.2634245,-105.162671,51
Cheyenne Rim Trail,40.9863587,-105.1521753,9
Cheyenne Rim Trail,40.9677521,-105.1354477,9
Cheyenne Rim Trail,40.9683005,-105.1420915,9
Cheyenne Rim Trail,40.9892175,-105.156516,9
Besant Point Trail,40.3605769,-105.287098,20
Besant Point Trail,40.3605441,-105.2865875,20
Besant Point Trail,40.3586319,-105.2837013,20
Besant Point Trail,40.3607034,-105.2876534,20
Besant Point Trail,40.3644793,-105.2891706,20
Besant Point Trail,40.3564173,-105.2803033,20
Besant Point Trail,40.3677725,-105.2853786,20
Besant Point Trail,40.3609322,-105.2800129,20
Besant Point Trail,40.3653848,-105.2846488,20
Besant Point Trail,40.3681467,-105.2856997,20
Old Road,40.8044477,-105.5553135,191
Mount Margaret Trail,40.7962606,-105.543458,191
Mount Margaret Trail,40.7876416,-105.5463806,191
Shoshoni Summit Route,40.0714445,-105.6381366,29
Cottonwood Creek Trail,38.9299389,-104.7648382,110
Pikes Peak Greenway (West),38.8639453,-104.8301411,110
Niwot Mountain,40.0653153,-105.5489812,29
Frog Pond Trail,40.8015795,-105.5476925,191
Mount Margaret Trail,40.8106691,-105.532713,191
Frog Pond Trail,40.7995663,-105.5573188,191
Pearl Creek,40.8391958,-105.6765929,8
Pearl Creek Trail,40.8391192,-105.6846351,8
Frontier,40.8334295,-105.6960688,8
Buckskin,40.8354765,-105.6697823,8
North Fork,40.8399264,-105.6682129,8
Genesee Mountain Trail,39.6989356,-105.2944055,391
Tunnel Drive,38.4414799,-105.2925336,691
Tunnel Drive,38.4337064,-105.2665726,691
Tunnel Drive,38.4336338,-105.2668237,691
Tunnel Drive,38.4335691,-105.2670275,691
Tunnel Drive,38.4332547,-105.2673879,691
Storm Gulch,39.9841667,-105.6777,29
Legion Park Trail,40.0159239,-105.1911008,29
Shelf and Solitude Route,40.2741943,-105.6420997,20
Rocky Mountain Lake Trail,39.7822667,-105.0272779,391
Rocky Mountain Lake Trail,39.7820999,-105.0276016,391
Rocky Mountain Lake Trail,39.7805862,-105.0306857,391
Alt Line,40.6053039,-105.1632875,19
Winding Stairs Trail,39.11905,-104.9454316,511
Swank Trail,39.1201155,-104.9427315,511
Ice Cave Creek Trail,39.1189725,-104.9377713,511
Swank Trail,39.1256199,-104.9417245,511
Electra Trail,39.0997282,-104.9453145,511
Swank Trail,39.1428071,-104.9502657,51
Harrison Plane Crash Trail,39.1461793,-104.9643541,51
Harrison Plane Crash Trail,39.1423192,-104.9714302,51
Harrison Plane Crash Trail,39.136902,-104.9846884,51
Harrison Plane Crash Trail,39.1284938,-104.9948224,511
Winding Stairs Trail,39.1107957,-104.9673791,511
East Shore Trail,40.2114993,-105.8312953,18
Continental Divide Trail East Shore Trail,40.2320933,-105.8309388,18
North Inlet Trail,40.2833214,-105.7119467,18
Flattop Mountain Trail,40.3094291,-105.6924635,18
Onahu Creek Trail,40.3315315,-105.824394,18
Green Mountain Trail,40.3091425,-105.8265711,18
Green Mtn Trailhead to Onahu Trailhead Trail,40.3118092,-105.8423435,18
Onahu Creek Trail,40.3170772,-105.8437013,18
Onahu Creek Trail,40.3220246,-105.8393204,18
Bear Lake-Bierstadt Trail,40.321719,-105.6365251,20
Bear Lake Trail,40.3138041,-105.6485809,20
Bear Lake Trail,40.3127123,-105.6465181,20
Haynach Lakes Trail,40.3408719,-105.7579692,18
East Longs Peak Trail,40.2690196,-105.6103033,20
Glacier Gorge Trail,40.3076957,-105.6432027,20
Mahogany - Canyon Connector,40.9877096,-105.0844489,9
Foothills Trail,40.6064476,-105.1620605,19
Meadow,40.5780873,-105.1576201,19
Michaud Spur,40.6100049,-105.1557951,19
Foothills Trail,40.6068592,-105.1408948,19
Foothills Trail,40.6061213,-105.1465053,19
Smelter Trail,39.7135096,-105.2180627,38
Cherry Gulch Trail,39.6842234,-105.2113029,391
Tony's Trail 603,38.8751847,-106.9577918,55
Hilltop Trail,39.0518969,-108.5997184,40
Drop,39.0454812,-108.6069729,40
Moto,39.0437297,-108.6062829,40
Hand Crank Trail,39.0491851,-108.6061188,40
Hilltop Trail,39.0528329,-108.5979726,40
Swamp Canyon Trail,37.8309511,-107.8046924,70
Swamp Canyon Road,37.8472508,-107.8064639,70
Old Lynch,39.9909167,-105.942762,28
Lynch,39.9888509,-105.9502986,28
Homestead,39.9806136,-105.9471517,28
Old Baldy,40.0160109,-105.6398509,29
Cooper Loop,39.3589573,-106.3032836,49
Cooper Connector,39.3458055,-106.3002126,49
Larry's Loop,39.3572629,-106.309802,48
10th Mountain Divide,39.3609123,-106.3075423,48
The Woods,39.3583675,-106.3071922,48
Cooper Creek,39.3595637,-106.3058095,48
Larry's Loop,39.3575931,-106.3051542,48
Willa's Way,39.3502103,-106.3037566,49
Fritz's Freeway,39.3436343,-106.3052478,49
Colorado River Trail,40.2498388,-105.854019,18
Colorado River Trail,40.2458741,-105.8579994,18
20th Street Multi-Use Path,39.7596205,-105.0020437,104
Stiletto Road,40.8210667,-106.770641,14
Blue Sky Trail,39.8988651,-105.8025544,28
Allen Ditch Trail,39.8443842,-105.0220065,38
Cretaceous Trail,39.7454004,-105.1688381,38
Eagle Vail Trail,39.616248,-106.496274,45
Barker Reservoir Trail,39.9652009,-105.502464,29
Whetstone Vista Trail 602,38.8605083,-106.936557,55
Cottonwood Creek Trail,38.9445297,-104.729146,110
Cottonwood Creek Trail,38.9468079,-104.7244575,110
Shoshone Trail,40.3688722,-105.2926164,20
Yampa River Core Trail,40.4894869,-106.8417057,131
Tanks Park foot/bike/skateboard path 2,39.5283198,-104.9884886,51
Foothills Park path,39.5356587,-104.9980015,51
Proghorn Park path,39.524207,-105.0001149,51
Enchanted Forest Trail,38.4697769,-107.881593,62
Ceran Saint Vrain Trail,40.1345399,-105.4411989,20
Bon Scott Trail,40.1100438,-105.334661,20
Indian Jones and the Temple of Doom,40.1113954,-105.3419869,20
Twin Saddles Single Track Trail,40.1156863,-105.3304425,20
Baughmans Gulley Single Track Trail,40.1130669,-105.3251715,20
Bon Scott Trail,40.1096031,-105.3458634,20
Wrong Turn Trail,40.1135864,-105.3442036,20
Fisherman's Cove Trail,40.367459,-105.2906152,20
Besant Point Trail,40.3670691,-105.2852864,20
Wild Turkey,39.9920195,-105.9436771,28
Mesa Trail,39.9793154,-105.2843428,29
Mesa Trail,39.9795871,-105.2846007,29
Balanced Rock Trail,38.8659629,-104.8913094,511
Fountain Creek to El Paso connector trail,38.8579962,-104.9067733,59
Littleton Community Trail,39.618732,-105.0095819,391
Soderberg Trail,40.532746,-105.1846695,19
Meeker Sale Road,40.2397378,-105.5392818,20
Sale Loop Road,40.2379043,-105.5381219,20
North Fork,40.8400127,-105.6705277,8
Park Mesa Trail,39.0496608,-108.5840979,40
Park Mesa Trail,39.0487385,-108.5862437,40
Dirt Jumps,40.0315647,-105.2334265,29
Staunton Ranch Trail,39.503715,-105.3851489,46
Staunton Road Trail,39.5161013,-105.4004256,46
Goldsmith Gulch Trail,39.624125,-104.8891452,104
Ponderosa Loop Trail,40.1773921,-105.2970417,20
Ponderosa Loop Trail,40.1744652,-105.2957018,20
Ponderosa Loop Trail,40.1849019,-105.2952222,20
Ponderosa Loop Trail,40.1855241,-105.2936652,20
Ponderosa Loop Trail,40.179429,-105.2934721,20
Chicken Dinner Trail,38.5237077,-105.9730724,57
South Shore Trail,40.2123932,-105.371206,20
Kyle Gulch Trail,40.6452019,-105.5446966,19
Sheep Mountain Trail,40.6889051,-105.4269193,191
Falls Gulch Trail,40.6801252,-105.3154597,19
Bull Creek Trail,40.8920209,-105.4787702,8
Evergreen Mtn West Trail,39.6198221,-105.3573009,39
Wild Iris Loop,39.6206194,-105.3561361,39
Magic Mountain Trail,39.7128935,-105.2222951,38
Argos Trail,39.715773,-105.2104652,38
Apex Trail,39.7158157,-105.2105844,38
Travois Trail,39.7444418,-105.3616516,38
Lone Tree Trail,39.4893444,-104.72347,104
Trail No. 91,39.7554933,-105.1079442,391
Lake Loop Trail,39.7558137,-105.1021234,391
Trail No. 97,39.7554116,-105.1024907,391
Outer Loop Trail,39.7553496,-105.100579,391
Outer Loop Trail,39.7599719,-105.1092204,391
Outer Loop Trail,39.7618747,-105.1004985,391
Trail No. 117,39.7609687,-105.1002821,391
Trail No. 106,39.761935,-105.1003029,391
Outer Loop Trail,39.7561161,-105.0982006,391
Trail No. 100,39.7552305,-105.1014898,391
Outer Loop Trail,39.7609347,-105.1050597,391
Outer Loop Trail,39.7600002,-105.0957989,391
Kestrel Pond Trail,39.7609152,-105.1083587,391
Aviator Trail 0.1,39.548007,-105.3254167,39
Shadow Pine Loop,39.5458911,-105.3247118,39
Lookout Mountain Trail,39.7240807,-105.2505628,38
Forest Loop Trail,39.7292444,-105.249652,38
Owl's Perch Trail,39.5426331,-105.2754231,461
Sunny Aspen Trail,39.5383719,-105.281148,461
Lodge Pole Loop Trail,39.539407,-105.281513,461
Owl's Perch Trail,39.5431956,-105.2746418,461
Parmalee Trail,39.6362663,-105.2386606,391
Sinking Sun Trail,40.9671268,-105.16301,9
Big Hole Wash Trail,40.9753433,-105.1625419,9
Canyon Trail,40.9906287,-105.1094686,9
Cheyenne Rim Trail,40.9599589,-105.121663,9
Climbing Access Trail,39.7697122,-105.2189593,38
West Quarry Trail,39.7749922,-105.2232854,38
Tablerock Trail,39.7922739,-105.2147712,38
Mesa Top Trail,39.785248,-105.1972888,38
Cottonwood Canyon Trail,39.7809327,-105.2027631,38
Lithic Trail,39.781643,-105.1923352,38
North Table Mountain Trail,39.7666757,-105.2180824,38
Buck Gulch 722,39.4041678,-105.3572597,501
Buck Gulch 722,39.4056849,-105.3540866,501
Buck Gulch Trail,39.4086788,-105.3533477,501
Narrow Gauge Trail,39.4108888,-105.3657282,501
North Fork Trail,39.4488836,-105.2093808,461
Elkhorn Trail,39.4678844,-105.2428813,461
Elkhorn Loop,39.4659299,-105.2419671,461
Augite Trail,39.7503935,-105.1894544,38
Pronghorn Loop,40.9556056,-105.0606475,9
Lightner Creek Trail,37.2677407,-107.9171049,74
Stout Trail,40.5385382,-105.1754443,19
Wagon Trail,38.4291477,-105.2558665,69
Wagon Trail,38.4249577,-105.2600212,69
Wagon Trail,38.4222344,-105.2628893,69
ReCycle,38.4167592,-105.2668833,69
Piñon,38.4163669,-105.2663127,69
Schepp Ridge,38.4181082,-105.2665378,69
Hard Time,38.4149853,-105.2705069,69
Hard Time,38.4142921,-105.2723314,69
Hard Time,38.4133823,-105.2733965,69
Hard Time,38.412121,-105.274526,69
Hard Time,38.4121614,-105.2748448,69
Hard Time,38.4081572,-105.282282,69
Pole Line Trail,38.5279699,-105.9804401,57
Fracture,38.5363763,-105.2135447,581
East Eggers Gulch Trail,40.6936156,-105.494421,191
West Eggers Gulch Trail,40.6942317,-105.4994578,191
Old Ute Trail,40.4170517,-105.8109916,18
Sheep Rock Trail,40.4164441,-105.8130713,18
Rams Horn Trail,40.3280506,-105.5419935,20
Graceland,38.5071036,-106.9812854,67
Gunnsight Connector,38.9107366,-107.0208132,55
Continental Divide NST,38.0528563,-106.8098208,67
Continental Divide NST,38.0382345,-106.8227716,67
Horseshoe Trail 482,38.5625759,-106.4186671,551
Agate Creek,38.4444895,-106.3188935,551
Westgold Meadows Trail,39.6134008,-105.131421,391
Dancing Willows Trail,39.6123414,-105.1352821,391
Upper Loop Trail,38.8758395,-104.8809393,511
Upper Loop Trail,38.8749519,-104.8807926,511
Upper Loop Trail,38.8747989,-104.8812186,511
Tomichi Route,38.5493099,-107.6859629,64
Sappington Walk Way,40.3254434,-104.837829,94
Sappington Walk Way,40.325753,-104.8377349,94
Settlers Trail,40.3234934,-104.8434319,94
Ehrlic Foot Path,40.323927,-104.8457937,94
Columbine,40.8145089,-105.5533389,191
Alameda MUP,39.699571,-105.1425672,391
Sundance Trail,40.3310338,-105.224682,20
Forsythe Canyon Trail,39.95907,-105.3881182,29
Winiger Ridge Road,39.9479075,-105.3704254,29
Water Tower Trail,39.0732207,-108.6277365,40
Water Tower Trail,39.0728685,-108.6285242,40
Water Tower Trail,39.0725223,-108.6292238,40
Water Tower Trail,39.0718734,-108.6307333,40
Water Tower Trail,39.0698241,-108.6346267,40
Water Tower Trail,39.0676711,-108.6382864,40
Parkway,39.0662762,-108.64017,40
Parkway,39.0645962,-108.6415258,40
Parkway,39.0634371,-108.6421459,40
Parkway,39.0630115,-108.6424511,40
Parkway,39.062528,-108.6425537,40
Parkway,39.061149,-108.6432536,40
Ltr,39.0596893,-108.6418346,40
Ltr,39.0577847,-108.638675,40
Ltr,39.0579568,-108.6364023,40
