name,lat,lon,gmu,type,elevation
Sand Creek Trail,38.9186501,-104.6973346,110,trail,
Sand Creek Trail,38.9167005,-104.699008,110,trail,
Skyline Trail,39.0059491,-104.7990921,110,trail,
Pipeline Trail,39.6263508,-104.8430341,104,trail,
Rock Island Trail,38.8589798,-104.7757195,110,trail,
Rock Island Trail,38.8590189,-104.7764218,110,trail,
Rock Island Trail,38.858998,-104.7748275,110,trail,
Legacy Pines Open Space Trail,39.4066416,-104.7443887,104,trail,
Legacy Pines Open Space Trail,39.406734,-104.747673,104,trail,
Canyon View Nature Trail,39.3307443,-104.7380084,104,trail,
Canyon View Nature Trail,39.331698,-104.738479,104,trail,
Canyon View Nature Trail,39.3342524,-104.7432584,104,trail,
Canyon View Nature Trail,39.3340697,-104.7426497,104,trail,
Canyon View Nature Trail,39.3321818,-104.7391317,104,trail,
Canyon View Nature Trail,39.3310989,-104.7371758,104,trail,
Canyon View Nature Trail,39.3311454,-104.7383889,104,trail,
Canyon View Nature Trail,39.3310056,-104.7385757,104,trail,
Canyon View Nature Trail,39.3321122,-104.7371589,104,trail,
Canyon View Nature Trail,39.3336427,-104.740391,104,trail,
Falls Spur Trail,39.3486256,-104.7636828,104,trail,
Dam Trail,39.3410064,-104.7570157,104,trail,
Noddle Road,39.3154642,-105.1369416,51,trail,
Long Hollow Trail 650,39.2197388,-105.1006539,51,trail,
Cretaceous Trail,39.738602,-105.1703623,38,trail,
Continental Divide NST,37.679287,-107.5000472,76,trail,
Elk Creek - Co.Trail,37.7249764,-107.5331597,76,trail,
Cunningham Gulch Trail (502),37.7775879,-107.5688681,75,trail,
Foothills,38.9031574,-104.8709023,511,trail,
Bluestem Connector,39.9594657,-105.2603366,29,trail,
Bluestem Connector,39.9561538,-105.2601427,29,trail,
Homestead Trail,39.9420782,-105.2685421,29,trail,
Mesa Trail,39.9486271,-105.2796969,29,trail,
Mesa Trail,39.9419618,-105.2619176,29,trail,
Shadow Canyon Trail,39.9513652,-105.2921074,29,trail,
Shadow Canyon North Trail,39.948508,-105.2845356,29,trail,
Shadow Canyon South Trail,39.9446247,-105.2818398,29,trail,
Towhee,39.9397359,-105.2600811,29,trail,
Wetlands Interpretive Trail,39.505815,-105.0901641,461,trail,
Bear Peak West Ridge Trail,39.9672252,-105.3028488,29,trail,
East Fork Trail 228,38.1403052,-107.4835473,65,trail,
PBR Trail,39.324903,-108.6978526,30,trail,
Zip Off,39.3141027,-108.7240787,30,trail,
Homestead Trail,38.9019024,-104.7297126,110,trail,
Homestead Trail,38.9058849,-104.7300362,110,trail,
Mack Ridge Trail,39.1978663,-108.8740361,30,trail,
Sand Creek Trail,38.8202659,-104.7339737,118,trail,
Homestead Trail,38.8761262,-104.7443981,110,trail,
Homestead Trail,38.8826032,-104.740984,110,trail,
Homestead Trail,38.8809208,-104.7452613,110,trail,
Homestead Trail,38.8812291,-104.7449316,110,trail,
Homestead Trail,38.8804092,-104.7458899,110,trail,
Glendale Farm OS,39.48913,-104.8670773,104,trail,
Unofficial and unmantained trail,38.6860413,-106.193229,56,trail,
Pinon Valley Park,38.9119632,-104.859465,511,trail,
Oh-Be-Joyful Trail 836,38.9177382,-107.076567,55,trail,
Pikes Peak Greenway,38.9037263,-104.822396,110,trail,
Pikes Peak Greenway,38.9064158,-104.8230223,110,trail,
Garfield Lake Park Trail,39.6949254,-105.0365669,391,trail,
Garfield Lake Park Trail,39.6962597,-105.0349188,391,trail,
Garfield Lake Park Trail,39.6958219,-105.0377,391,trail,
Garfield Lake Park Trail,39.6950121,-105.0364302,391,trail,
Garfield Lake Park Trail,39.6943274,-105.0355852,391,trail,
Garfield Lake Park Trail,39.6965053,-105.0376183,391,trail,
Trai Winds OS path,39.9409589,-104.9274705,104,trail,
Trai Winds OS path,39.940924,-104.9274303,104,trail,
Double Rainbow Trail,38.4972794,-106.0343897,86,trail,
Eastlake Nature Trail,39.9272723,-104.9496271,104,trail,
Pattridge Open Space,39.8400674,-105.1916652,38,trail,
Willow Creek Trail / Sky Ridge Ave. Spur,39.5352352,-104.8776876,51,trail,
Willow Creek Trail,39.532372,-104.8790997,51,trail,
Sand Creek Trail,38.8213255,-104.7421785,118,trail,
Carbon Junction Trail,37.2431315,-107.8541555,75,trail,
Big Canyon Trail,37.241003,-107.8436505,75,trail,
Cowboy Trail,37.236384,-107.8475711,75,trail,
Cowboy Upper Trail,37.2495603,-107.8382265,75,trail,
Skull Rock Trail,37.2450437,-107.8475477,75,trail,
Sidewinder Trail,37.254324,-107.8429905,75,trail,
South Rim Trail,37.232735,-107.851534,75,trail,
Telegraph Trail,37.2613724,-107.8387645,75,trail,
Dirt Lover Trail,37.2559091,-107.8343592,75,trail,
Sale Barn,37.2249059,-107.854675,75,trail,
Mercy Loop,37.238595,-107.8265192,75,trail,
Pautskey Point,37.2590749,-107.8469504,75,trail,
Yellow Brick Road Trail,37.2639358,-107.837446,75,trail,
Old Car Loop Trail,37.2661679,-107.8304955,75,trail,
Water Tank Road,37.2443224,-107.8281993,75,trail,
Three Springs Trail,37.2495809,-107.8307219,75,trail,
Bodo Loop,37.2372996,-107.8749285,741,trail,
Humane Society Hill,37.2698317,-107.8686601,75,trail,
Railroad Trail,37.2400152,-107.8660891,741,trail,
Rim Trail,37.2845586,-107.8643603,75,trail,
Rio Vista Spur,37.2914892,-107.8690659,75,trail,
Talker Trail,37.2731988,-107.8648261,75,trail,
Rim Trail,37.2759332,-107.866867,75,trail,
Rim Trail,37.2807657,-107.859968,75,trail,
Trail 3,37.2875337,-107.8704044,75,trail,
Dog Park,37.2607719,-107.8826906,741,trail,
Nature Trail,37.2738976,-107.8730494,75,trail,
Lampost Trail,37.2716055,-107.8704238,75,trail,
Bread Express Trail,37.2960979,-107.8393353,75,trail,
Power Line,37.2635958,-107.8686311,75,trail,
Half Ridge Trail,37.2704016,-107.8621107,75,trail,
Skyline Trail,37.2937691,-107.8317838,75,trail,
Crite's Connect Trail,37.2524265,-107.847438,75,trail,
Ben's Down 'N Out,37.2774744,-107.8485037,75,trail,
EZ Trail,37.266524,-107.8614163,75,trail,
Zip Line Trail,37.2642439,-107.8627889,75,trail,
Extended Ridge Trail,37.272122,-107.859714,75,trail,
Power Line Trail,37.2763828,-107.8541726,75,trail,
Rocky Road Trail,37.2734207,-107.854823,75,trail,
Squawker,37.2725944,-107.8634623,75,trail,
Tawker,37.2712891,-107.8649781,75,trail,
Milky Way Trail,37.2691051,-107.861632,75,trail,
Cap's Trail,37.2669919,-107.8584608,75,trail,
Telegraph Trail,37.2629038,-107.8559018,75,trail,
Cuchillo Trail,37.2684195,-107.8540858,75,trail,
Drop Over,37.2680223,-107.8561501,75,trail,
Bandito Trail,37.2645557,-107.8591861,75,trail,
SendIt Trail,37.2617348,-107.8479371,75,trail,
Cuchillo Trail,37.273814,-107.8470375,75,trail,
Extra Credit,37.2635688,-107.8500951,75,trail,
Mike's Trail,37.2742951,-107.840569,75,trail,
Stacy'S Loop Trail,37.270305,-107.8490052,75,trail,
Boston Coal & Fuel Railroad,37.2740195,-107.9241651,74,trail,
Twin Buttes Trail,37.27154,-107.915066,74,trail,
Twin Buttes Trail,37.2731876,-107.919377,74,trail,
Lightner Creek Trail,37.2756974,-107.932825,74,trail,
West Connect,37.275656,-107.9297057,74,trail,
Ed & Flo Trail,37.2759261,-107.9302373,74,trail,
Crestview Trail,37.2877084,-107.8875125,74,trail,
Engleharts Trail,37.2888934,-107.887615,74,trail,
Grabens Loop Trail,37.2901205,-107.893622,74,trail,
Hidden Valley Trail,37.2913642,-107.8898592,74,trail,
Hidden Valley Access,37.2919368,-107.8894078,74,trail,
Star Wars Trail,37.288072,-107.89463,74,trail,
Ned's Hill,37.2872439,-107.889591,74,trail,
Falcon Kearney Connect,37.2834798,-107.8856389,74,trail,
Do Drop In,37.2841495,-107.8899478,74,trail,
Bonus Loop Trail,37.2825823,-107.8890076,74,trail,
Brown'S Ridge Trail,37.2831885,-107.8897305,74,trail,
Ella Vita Trail,37.2798982,-107.8898015,74,trail,
Ella Vita Trail,37.2828229,-107.8901097,74,trail,
Ella Vita Trail,37.2816481,-107.8887921,74,trail,
Falcon Kearney Connect,37.2813621,-107.8848295,74,trail,
Falcon Trail,37.280413,-107.8876251,74,trail,
Hogs Foot Trail,37.2816826,-107.8944389,74,trail,
Hogsback Trail,37.2857751,-107.8978642,74,trail,
Jump Line,37.2837258,-107.88994,74,trail,
Spirit Trail,37.277307,-107.891019,74,trail,
Skid Ridge,37.288703,-107.9007605,74,trail,
Animas Mountain Trail,37.3152623,-107.8688152,74,trail,
Animas Mountain Trail,37.3145805,-107.8675564,74,trail,
Animas Mountain 3,37.3034804,-107.8732391,74,trail,
Junction Trail,37.3086933,-107.8833666,74,trail,
Lupine,37.3091058,-107.8789394,74,trail,
Tanke Verde Trail,37.3001102,-107.875961,74,trail,
3rd Gulch,39.601554,-106.8077074,44,trail,
Dry Fork Trail,37.3351905,-107.9425562,74,trail,
Hoffheins Connection Trail,37.3456837,-107.9402303,74,trail,
Junction Creek Trail,37.4127304,-107.9725337,74,trail,
Junction Creek Trail,37.3630321,-107.9558227,74,trail,
Dry Fork Trail,37.3475557,-107.9585096,74,trail,
Colorado Trail - TH to Gudys,37.337442,-107.9196202,74,trail,
Downhill Trail 2,37.3424829,-107.9197515,74,trail,
Pine Chute,37.34728,-107.9073877,74,trail,
Log Chutes Alt,37.3447976,-107.9230802,74,trail,
Log Chutes 1 Trail,37.3399366,-107.8852127,74,trail,
Log Chutes 3,37.3687183,-107.9162856,74,trail,
Lone Pine Road,37.3450913,-107.8833129,74,trail,
Downhill Trail,37.3657803,-107.9089389,74,trail,
Log Chutes 1 Trail,37.3430606,-107.8769154,74,trail,
Blackhawk Co. Trail,37.6943733,-107.9628802,74,trail,
Twin Sisters / Colorado Trail,37.7564668,-107.7904889,74,trail,
Engineer Mountain Trail,37.7032215,-107.8043962,74,trail,
North Vista Trail,38.5910066,-107.7210104,63,trail,
Seaman Trail,40.7133069,-105.2400434,191,trail,
Shooks Run Trail,38.8205009,-104.8162524,118,trail,
Animas Mountain 3,37.3033538,-107.8745916,74,trail,
Cottonwood Creek Trail,38.9300605,-104.7754018,110,trail,
Cottonwood Creek Trail,38.9298738,-104.7750263,110,trail,
Cottonwood Creek Trail,38.9301791,-104.7800194,110,trail,
Cottonwood Creek Trail,38.9297008,-104.7647581,110,trail,
Pauli Trail,38.5507665,-105.9749238,57,trail,
Central Campus Mall,40.0078061,-105.271482,29,trail,
Central Campus Mall,40.0078467,-105.2705041,29,trail,
North Loop Trail,40.6074675,-105.1679426,19,trail,
Maxwell Falls Bluffs Trail,39.5703093,-105.3756419,39,trail,
Waterfowl Loop Trail,39.0855801,-108.6150766,40,trail,
Connected Lakes Trail,39.0848644,-108.6152773,40,trail,
Connected Lakes Trail,39.0774181,-108.6080696,40,trail,
Kingfisher Trail,39.0802716,-108.6109837,40,trail,
Bluffs Trail,39.0796173,-108.6165865,40,trail,
Bluebird Lake Trail,40.1973141,-105.639022,20,trail,
Thunder Lake Trail,40.201886,-105.5974317,20,trail,
Wild Basin Trail,40.201925,-105.6030431,20,trail,
Thunder Lake Trail,40.2089428,-105.6158028,20,trail,
Lion Lake Trail,40.2231056,-105.631361,20,trail,
Cony Lake Trail,40.1735323,-105.635562,20,trail,
Arapaho Peak Southeast Ridge Route,40.0177078,-105.64672,29,trail,
Arapaho Pass Trail,40.0050755,-105.6558012,29,trail,
Diamond Lake Trail,40.0000463,-105.6500927,29,trail,
Mount Jasper South Route,39.9847252,-105.6863488,29,trail,
Devils Thumb,39.9648131,-105.6324761,29,trail,
Devil's Thumb Trail,39.965198,-105.6899015,28,trail,
Devils Thumb,39.9707055,-105.6606804,29,trail,
Forest Lakes Winter Trail,39.9106721,-105.6630136,38,trail,
King Lake Trail,39.9403461,-105.686295,29,trail,
Devils Thumb,39.9635933,-105.6324871,29,trail,
Copley Lake Trail,38.8719285,-107.0802225,55,trail,
Mary's,39.19609,-108.8616715,30,trail,
Troy Built Trail,39.217714,-108.8927627,30,trail,
Judd Falls,38.9618207,-106.9846634,55,trail,
Cumberland Basin Trail,38.9827996,-106.8563737,55,trail,
Twin Lakes Trail,38.9726646,-106.8736672,55,trail,
Strawberry Trail 627,38.9009253,-106.8582241,55,trail,
Block and Tackle Trail,38.9166689,-106.7932984,55,trail,
Hunters Creek Trail,38.9298124,-106.7919729,55,trail,
Mount Tilton Trail,38.9727431,-106.7754345,55,trail,
Crystal Peak Trail,38.968082,-106.7894294,55,trail,
Taylor Divide Trail,38.9828791,-106.7723331,55,trail,
Bowman Creek Trail,39.024726,-106.7023672,55,trail,
Lily Pond,38.9598638,-106.668898,55,trail,
Star Trail,38.9168225,-106.6804148,55,trail,
Doctor Park Trail,38.8985574,-106.5928624,55,trail,
Sand Creek Trail,38.8552871,-104.7238081,110,trail,
Red Mtn. Creek,38.975472,-106.5634156,55,trail,
Texas Ridge Trail,38.8800375,-106.4991324,55,trail,
Reno Ridge Trail 607,38.8635446,-106.7843412,55,trail,
Magdalene,38.8956637,-106.3548005,55,trail,
South Texas,38.8711478,-106.3864912,55,trail,
Texas Creek Trail,38.8723934,-106.3725657,55,trail,
Pine Creek Trail 597,38.7028942,-106.7649614,55,trail,
East Willow Mine 609,38.5971562,-106.6376495,55,trail,
McIntyre Gulch 609,38.606704,-106.6924315,55,trail,
Fossil Ridge Trail,38.6442616,-106.6194299,55,trail,
Fairview Trail,38.6831473,-106.5520037,55,trail,
Fairview Peak,38.6796148,-106.535297,55,trail,
South Lottis Trail,38.7131068,-106.5979021,55,trail,
Daisy Pass Trail,38.942735,-107.1052292,55,trail,
Blue Lake Trail,38.9164608,-107.1098463,55,trail,
Dyke Trail,38.8828012,-107.1500665,521,trail,
Gold Creek,38.6975153,-106.557477,55,trail,
Oh-Be-Joyful Pass Trail,38.9341804,-107.132091,521,trail,
Scarp Ridge Trail,38.8980303,-107.1005902,55,trail,
Silver Basin Trail,38.8890265,-107.156218,521,trail,
Irwin Lake Spur,38.8851651,-107.1084759,55,trail,
Ruby Anthracite Trail,38.9115768,-107.2289951,521,trail,
Dark Canyon Trail,38.959535,-107.259417,521,trail,
Yule Pass Trail,38.9962933,-107.0818804,55,trail,
FS 524,39.2596777,-107.6529982,421,trail,
Van Bibber Park Outer Loop Trail,39.7961705,-105.1477988,38,trail,
Jimmy Go Trail,39.7963845,-105.1459607,38,trail,
Van Bibber Park Outer Loop Trail,39.7978695,-105.1448949,38,trail,
Van Bibber Park Outer Loop Trail,39.7977992,-105.152979,38,trail,
Jimmy Go Trail,39.7977912,-105.1437062,38,trail,
Palisade Rim Trail,39.1184397,-108.3176617,41,trail,
Palisade Rim Lower Loop Trail,39.113967,-108.3148389,41,trail,
Palisade Rim Upper Loop Trail,39.1023708,-108.3111455,41,trail,
Roll Over Ridge Trail,38.9948626,-108.6079897,40,trail,
Quad Rocker Loop Trail,38.999706,-108.6020202,40,trail,
Easy Rider Trail,38.9960089,-108.6077638,40,trail,
Cedar Point Trail,38.9985567,-108.6041546,40,trail,
Rocky Stumble Access,39.0098074,-108.5888773,40,trail,
Art Cooks View Trail,39.0113997,-108.5644003,40,trail,
Kiln Trail,38.9952785,-108.6263934,40,trail,
Echo Canyon / Old gordon,39.0285489,-108.6273276,40,trail,
Cloud City,39.3146172,-108.5915852,30,trail,
BLM Route 220,39.3049656,-108.6537139,30,trail,
BLM Trail 7516,39.3005227,-108.7964495,30,trail,
Rabbit Ears Trail,39.2025386,-108.9558043,30,trail,
Trail Through Time,39.1947514,-109.0136131,30,trail,
Trail Through Time,39.1957364,-109.0166066,30,trail,
Rabbit Valley 5 Trail,39.1833427,-108.9996068,30,trail,
Rabbit Valley 4 Trail,39.1807375,-108.9975394,30,trail,
Andy's Trail,39.0217406,-108.6097917,40,trail,
Gunnector Trail,39.024462,-108.6012864,40,trail,
McDonald Creek Trail,39.1487666,-109.0280944,30,trail,
First Flats Trail,39.020417,-108.6078682,40,trail,
First Flats Trail,39.0198664,-108.6073023,40,trail,
First Flats Trail,39.0169631,-108.6018538,40,trail,
Curt's Up,39.0491867,-108.6028481,40,trail,
Tab-Moto Connect Trail,39.0381805,-108.6092461,40,trail,
Bunker,39.0430592,-108.593216,40,trail,
Tab-Moto Connect Trail,39.0385511,-108.6092131,40,trail,
K1 Trail,39.1304874,-108.7513922,40,trail,
K1 Trail,39.1335886,-108.7405458,40,trail,
K1/K2,39.1318216,-108.7424744,40,trail,
K10 Trail,39.1373381,-108.7529315,40,trail,
K11 Trail,39.127899,-108.7539761,40,trail,
K12 Trail,39.1281246,-108.7513743,40,trail,
K2 Trail,39.1299536,-108.7455234,40,trail,
K4 Trail,39.1279564,-108.7478163,40,trail,
K5 Trail,39.1286114,-108.7484994,40,trail,
K6 Trail,39.1320939,-108.7516385,40,trail,
K7 Trail,39.1290662,-108.7454264,40,trail,
K7 Trail,39.1352799,-108.7488,40,trail,
K9 Trail,39.1303367,-108.7534069,40,trail,
Sadie's Trail,39.1388743,-108.7542596,40,trail,
K8 Trail,39.1318452,-108.7576514,40,trail,
Dinosaur Hill,39.133121,-108.7342064,40,trail,
D1 Trail,39.1271732,-108.7746405,40,trail,
D2 Trail,39.1308454,-108.76147,40,trail,
D3 Devils Canyon Trail,39.119037,-108.7659717,40,trail,
Devils 4,39.1338905,-108.7690865,40,trail,
Devils 4,39.1360551,-108.7676874,40,trail,
Devils 4,39.1361117,-108.7665605,40,trail,
Devils 4,39.1356561,-108.768798,40,trail,
D6 Trail,39.1293032,-108.7727754,40,trail,
Flume 1,39.1405522,-108.7866658,40,trail,
Flume 1,39.1536732,-108.7794541,40,trail,
Pollock 1,39.1436121,-108.7920683,40,trail,
Lower Pollock Flume Connector,39.1523314,-108.7830389,40,trail,
Rattlesnake Arches Trail,39.1455161,-108.8262286,40,trail,
Rattlesnake Arches Connector,39.1415964,-108.8374389,40,trail,
Rattlesnake Arches Upper Rim Trail,39.1437686,-108.8468259,40,trail,
Upper Pollock Flume Connector,39.1308224,-108.7950545,40,trail,
Mo Joe,39.3165815,-108.7086845,30,trail,
Outer Loop Trail,39.7584047,-105.0949777,391,trail,
Kestrel Pond Trail,39.7600655,-105.1057671,391,trail,
Trail No. 111,39.7552021,-105.1050534,391,trail,
Trail No. 115,39.7568248,-105.1089864,391,trail,
Point Lookout Trail,37.3118551,-108.4198084,73,trail,
Mee Canyon Trail,39.1341562,-108.8892045,40,trail,
No Thorouhfare Canyon Trail,38.9866368,-108.697078,40,trail,
Blue Loop Trail,39.3771422,-104.8927436,51,trail,
Red Loop Trail,39.3738659,-104.8960487,51,trail,
Green Loop Trail,39.3775536,-104.9074068,51,trail,
Green Loop Trail,39.3854693,-104.9130511,51,trail,
64th Ave MUP,39.812848,-105.188022,38,trail,
Pulpet Rock Urban Trail,38.9206856,-104.8136777,110,trail,
Three Lakes Loop Trail,38.8644793,-107.2076137,53,trail,
Dark Canyon Trail,38.9528339,-107.1963473,521,trail,
Dark Canyon Trail,38.9511883,-107.1949613,521,trail,
Dark Canyon Trail,38.9591105,-107.2612147,521,trail,
Dark Canyon Trail,38.9544485,-107.197677,521,trail,
Dark Canyon Trail,38.9577987,-107.2283621,521,trail,
Dark Canyon Trail,38.9598828,-107.2591916,521,trail,
Belcher Hill Trail,39.8034465,-105.257099,38,trail,
Outlaw,39.5119155,-104.9686287,51,trail,
Longhorn Ledge,39.5086575,-104.9534001,51,trail,
Longhorn Ledge,39.5110126,-104.9571821,51,trail,
Rimwood Ridge,38.8922708,-104.7892145,110,trail,
Rimwood Ridge,38.8916193,-104.7889298,110,trail,
Rimwood Ridge,38.8942536,-104.7927659,110,trail,
Meadow Trail,39.9986632,-105.2872816,29,trail,
Baseline-Gregory Connector Trail,39.9988394,-105.2903272,29,trail,
Boardwalk,39.6835602,-104.8349182,104,trail,
Floresta Extension,38.846316,-107.1155812,53,trail,
Yampa River Core Trail,40.4501569,-106.8162995,131,trail,
Yampa River Core Trail,40.4471248,-106.8183235,131,trail,
Yampa River Trail,40.4499088,-106.8164046,131,trail,
Pope Trail,39.6273833,-104.8702272,104,trail,
Pope Trail,39.6294838,-104.8614227,104,trail,
Pope Trail,39.627642,-104.8647141,104,trail,
Butterfly Hill Trail,39.6276436,-104.864545,104,trail,
Butterfly Hill Trail,39.6249902,-104.8615198,104,trail,
Butterfly Hill Trail,39.6239884,-104.8553086,104,trail,
Railroad Bed Trail,39.6172306,-104.8382627,104,trail,
Cottonwood Creek Trail,39.6241419,-104.8472453,104,trail,
Pipeline Trail,39.6280208,-104.8394084,104,trail,
Vista Trail,39.619551,-104.8525413,104,trail,
Windmill Creek Loop Trail,39.6142489,-104.8378623,104,trail,
Windmill Creek Loop Trail,39.6131292,-104.835074,104,trail,
Beaver Pond Nature Trail,39.6203438,-104.8308107,104,trail,
Mahogany Trail,40.9793738,-105.082846,9,trail,
Towhee Loop,40.9821577,-105.0986507,9,trail,
Mount Bierstadt Trail,39.595213,-105.7038493,39,trail,
Windmill Creek Loop Trail,39.613378,-104.8427492,104,trail,
12 Mile Trail,39.6081501,-104.8213684,104,trail,
Cottonwood Creek Trail,39.6055224,-104.8478207,104,trail,
West Maroon Trail,39.0620781,-106.9815736,43,trail,
West Maroon Trail 1970,39.025652,-107.0470094,43,trail,
12 Mile Trail,39.6116806,-104.8186365,104,trail,
12 Mile Trail,39.613505,-104.8165791,104,trail,
12 Mile Trail,39.6113652,-104.8210135,104,trail,
12 Mile Trail,39.6262074,-104.8315681,104,trail,
12 Mile Trail,39.6223407,-104.8297979,104,trail,
12 Mile Trail,39.6179972,-104.8259834,104,trail,
Pipeline Trail,39.6318372,-104.8356023,104,trail,
Pipeline Trail,39.6320206,-104.8355935,104,trail,
South Connector Trail,39.6275341,-104.839385,104,trail,
South Connector Trail,39.6270736,-104.8390694,104,trail,
Smoky Hill Trail,39.6487336,-104.8450647,104,trail,
Yampa River Core Trail,40.4911625,-106.8459879,131,trail,
Yampa River Core Trail,40.4930191,-106.8487622,131,trail,
Yampa River Core Trail,40.4928151,-106.8488319,131,trail,
Yampa River Core Trail,40.4952364,-106.8526869,131,trail,
Geneva Lake Trail,39.097213,-107.0580877,43,trail,
Hasley Basin Trail,39.0456867,-107.0313891,43,trail,
Crews Gulch Trail,38.7274159,-104.7244422,118,trail,
Crews Gulch Trail,38.7287698,-104.7230363,118,trail,
Midland Trail,38.8309612,-104.8338341,118,trail,
Pikes Peak Greenway,38.8296701,-104.8340107,118,trail,
Austin Bluffs MUP,38.8971298,-104.8229238,110,trail,
Austin Bluffs MUP,38.897314,-104.8203197,110,trail,
Picture Rock Trail,40.1948972,-105.2781911,20,trail,
Greencrest Trail,38.8852874,-104.7707081,110,trail,
Frontside Trail,38.5414416,-105.9880041,57,trail,
Left Hand Trail,40.1049421,-105.2654308,29,trail,
Left Hand Trail,40.1049347,-105.2672178,29,trail,
Lake Loop Trail,39.7429042,-105.6797087,39,trail,
Uplands Trail,38.5499704,-107.6901398,64,trail,
Rim Rock Nature Trail,38.5495134,-107.6871502,64,trail,
Woodmen Trail,38.9405981,-104.7691066,110,trail,
Native Legend Outdoor Classroom Trail,39.4014565,-104.8970307,51,trail,
Arkansas Riverwalk,38.4366171,-105.2417664,69,trail,
Arkansas Riverwalk,38.4388079,-105.231509,69,trail,
PCC Spur,38.4388394,-105.2541459,691,trail,
Arkansas Riverwalk,38.4383984,-105.2385705,69,trail,
Arkansas Riverwalk,38.4376357,-105.2403537,69,trail,
Native Legend Trail,39.4043939,-104.9039542,51,trail,
Mitchell Creek Trail,39.3745206,-104.8086753,104,trail,
Native Legend Outdoor Classroom Trail,39.4016597,-104.8963701,51,trail,
Blue Loop Trail,39.3763864,-104.8946685,51,trail,
Ridgeline Trail,39.3758318,-104.8996557,51,trail,
Green Loop Trail,39.3782172,-104.9086935,51,trail,
Green Loop Trail,39.3782717,-104.9092242,51,trail,
Green Loop Trail,39.3769918,-104.9052823,51,trail,
Green Loop Trail,39.3779109,-104.9068719,51,trail,
Green Loop Trail,39.3831319,-104.9093082,51,trail,
Green Loop Trail,39.3794563,-104.9087756,51,trail,
Green Loop Trail,39.3819202,-104.9080572,51,trail,
Nice Kitty 768,39.3635253,-105.2613675,501,trail,
Skipper 790,39.3829481,-105.3586492,501,trail,
Green Loop Trail,39.3834355,-104.9122774,51,trail,
Green Loop Trail,39.3840824,-104.911539,51,trail,
Green Loop Trail,39.3800313,-104.9113051,51,trail,
Yellow Loop Trail,39.3756855,-104.901873,51,trail,
Blue Loop Trail,39.3755137,-104.8924502,51,trail,
Blue Loop Trail,39.3737817,-104.8944666,51,trail,
Yellow Loop Trail,39.3775247,-104.9015306,51,trail,
Red/Blue Loop Trail,39.3742253,-104.8953729,51,trail,
Red Loop Trail,39.37504,-104.895481,51,trail,
Music Tent,39.2022048,-106.8292919,471,trail,
Grindlay,39.2013006,-106.8265976,47,trail,
Grindlay Bridge,39.2012761,-106.8268614,47,trail,
Red Loop Trail,39.3765346,-104.8965223,51,trail,
Blue Loop Trail,39.3745217,-104.8907076,51,trail,
Lupine 2,38.9047331,-107.0097558,55,trail,
Paul Hill Trail (Rock Street),39.3782856,-104.855015,104,trail,
BLM Trail 5825A,38.6468778,-105.256704,581,trail,
Gunnison Route,38.5584551,-107.689902,64,trail,
Oak Flat Loop Trail,38.5549292,-107.6907561,64,trail,
Memmen Ridge Open Space Trail,39.3686305,-104.8455548,104,trail,
Memmen Ridge Trail,39.3687163,-104.8418193,104,trail,
Memmen Ridge Open Space Trail,39.367203,-104.8471143,104,trail,
Memmen Ridge Open Space Trail,39.3676758,-104.8460309,104,trail,
Memmen Ridge Open Space Trail,39.3684435,-104.8481139,104,trail,
Memmen Ridge Open Space Trail,39.36818,-104.847333,104,trail,
Memmen Ridge Open Space Trail,39.3682075,-104.8470928,104,trail,
Memmen Ridge Open Space Trail,39.3680233,-104.8471405,104,trail,
Memmen Ridge Open Space Trail,39.3663111,-104.8415677,104,trail,
Memmen Ridge Open Space Trail,39.3676986,-104.8438433,104,trail,
Memmen Ridge Open Space Trail,39.3665697,-104.8428342,104,trail,
Memmen Ridge Open Space Trail,39.3670029,-104.8424341,104,trail,
Memmen Ridge Open Space Trail,39.3665915,-104.8428449,104,trail,
Memmen Ridge Open Space Trail,39.3667924,-104.8426371,104,trail,
Memmen Ridge Open Space Trail,39.3683237,-104.8463747,104,trail,
Memmen Ridge Open Space Trail,39.3669148,-104.8439312,104,trail,
Memmen Ridge Open Space Trail,39.3684812,-104.8452602,104,trail,
Flow Dog,39.0762717,-104.9178765,511,trail,
Barker Reservoir Trail,39.9613417,-105.506614,29,trail,
Terral Wade Bridge,39.1910018,-106.8532205,43,trail,
Chamberlain,38.7977883,-104.8696125,59,trail,
Arroyo Grande,38.8012915,-104.8628897,59,trail,
One-Way Uphill,39.3412005,-104.8436868,104,trail,
Foothills Trail,40.6063886,-105.1502368,19,trail,
Foothills Trail,40.6077088,-105.1564104,19,trail,
One-Way Downhill,39.3418341,-104.8430599,104,trail,
One-Way Uphill,39.3405233,-104.8469213,104,trail,
One-Way Downhill,39.3423398,-104.8432032,104,trail,
One-way Downhill,39.3419959,-104.844585,104,trail,
Quarry Mesa Trail (Madge Trail),39.3430288,-104.8446483,104,trail,
Downhill Jump Track,39.3416624,-104.8450131,104,trail,
One-Way Downhill,39.3413563,-104.8436766,104,trail,
One-Way Downhill,39.3413477,-104.8457323,104,trail,
One-Way Downhill,39.3413497,-104.8450131,104,trail,
Meadows Trail,39.2049771,-106.8318495,47,trail,
Madge Trail,39.3430933,-104.8539373,104,trail,
Madge Trail,39.3413794,-104.8478749,104,trail,
One-Way Uphill,39.3403926,-104.8462485,104,trail,
Madge Trail,39.3412709,-104.8515751,104,trail,
