name,lat,lon,type,elevation,osm_id,osm_type,source,gmu
Burro Trail,39.8522691,-105.3698383,trail,,233586039,way,openstreetmap,38
Snowshoe Hare Trail,39.8640953,-105.4032219,trail,,233588870,way,openstreetmap,38
Burro Trail,39.8463092,-105.3785625,trail,,233588877,way,openstreetmap,38
Upper Mule Deer Trail,39.8457955,-105.440016,trail,,233590688,way,openstreetmap,38
Old Mill Trail,39.5173439,-105.3902956,trail,,233922031,way,openstreetmap,46
South Talon Trail,38.7188575,-104.8455597,trail,,233928680,way,openstreetmap,59
North Talon,38.7220042,-104.8453114,trail,,233928681,way,openstreetmap,59
Talon,38.7223767,-104.8392535,trail,,233928682,way,openstreetmap,59
Dixon Trail,38.7248217,-104.8545899,trail,,233928829,way,openstreetmap,59
Mason Creek Trail,39.5112434,-105.3688527,trail,,233993560,way,openstreetmap,46
Davis Ponds Trail,39.4995063,-105.3836638,trail,,233993572,way,openstreetmap,46
Scout Line Trail,39.5124553,-105.401689,trail,,233993582,way,openstreetmap,46
Davis Ponds Trail,39.4984403,-105.3854591,trail,,233993584,way,openstreetmap,46
Staunton Rocks Climbing Access,39.5145978,-105.3971819,trail,,233993586,way,openstreetmap,46
Painter's Pause Trail,39.6803525,-105.3667236,trail,,234001783,way,openstreetmap,39
Sleepy South Trail,39.6593876,-105.3623599,trail,,234001785,way,openstreetmap,39
Noble Meadow Trail,39.6816604,-105.3700134,trail,,234001786,way,openstreetmap,39
Painter's Pause Trail,39.6663311,-105.3590083,trail,,234001790,way,openstreetmap,39
Gudy Gaskill Trail,39.7365047,-105.3001587,trail,,234007501,way,openstreetmap,38
Mule Deer Trail,39.8499135,-105.4451934,trail,,234027825,way,openstreetmap,38
Lower Fish Creek Trail,40.4849232,-106.8227062,trail,,234309828,way,openstreetmap,14
High Line Canal Trail (Unpaved),39.6639629,-104.9038807,trail,,234487030,way,openstreetmap,104
Goldsmith Gulch Trail,39.6620701,-104.9044689,trail,,234491388,way,openstreetmap,104
Goldsmith Gulch Trail,39.664004,-104.9047125,trail,,234499275,way,openstreetmap,104
Windsor Lake Path,39.6982078,-104.8814713,trail,,234511945,way,openstreetmap,104
Ridgegate Trail,39.5232831,-104.8828661,trail,,234844053,way,openstreetmap,51
River Trail,40.2958106,-105.846284,trail,,235555267,way,openstreetmap,18
Northeast Detour,40.5646713,-105.0783659,trail,,236808219,way,openstreetmap,19
Spruce Mountain Trail,39.1659527,-104.8782177,trail,,237040762,way,openstreetmap,51
Augusta Mine,38.9643724,-107.0923579,trail,,238119093,way,openstreetmap,55
Hermosa Creek Trail,37.5463339,-107.943798,trail,,238126916,way,openstreetmap,74
Unofficial Use Trail (no bikes or motorized),38.6800307,-106.1741883,trail,,238310787,way,openstreetmap,56
Mason Creek Trail,39.4945833,-105.3806809,trail,,238391788,way,openstreetmap,46
Horse Trail,39.4943026,-105.380138,trail,,238391790,way,openstreetmap,46
Mason Creek Trail,39.5001164,-105.3735851,trail,,238391792,way,openstreetmap,46
Horse Trail,39.4944857,-105.381198,trail,,238391798,way,openstreetmap,46
Border Line Trail,39.5206666,-105.3988134,trail,,238394800,way,openstreetmap,46
Point Lookout Trail 445,38.8408192,-106.8673041,trail,,238966899,way,openstreetmap,55
Doctor Park Trail,38.764589,-106.739027,trail,,238967423,way,openstreetmap,55
Sidewinder Trail,38.6802073,-107.8894564,trail,,239024531,way,openstreetmap,64
Sunset Rocks Trail,38.5966917,-107.8610916,trail,,239024533,way,openstreetmap,64
Village to Village,39.6179557,-106.5638841,trail,,239070756,way,openstreetmap,45
Village to Village,39.6180884,-106.5641058,trail,,239070760,way,openstreetmap,45
Village to Village,39.6219886,-106.5625427,trail,,239070764,way,openstreetmap,45
Bluffs Loop,40.4815725,-106.8348433,trail,,239656095,way,openstreetmap,131
Pronghorn Loop,40.9722426,-105.0686898,trail,,239666179,way,openstreetmap,9
Pronghorn Loop,40.9620948,-105.0764018,trail,,239672157,way,openstreetmap,9
Midland Trail,39.5125843,-107.3192282,trail,,239701403,way,openstreetmap,43
Loop Trail,39.6216498,-105.0006136,trail,,239945591,way,openstreetmap,391
Loop Trail,39.6216388,-105.0027437,trail,,239945592,way,openstreetmap,391
Loop Trail,39.6215143,-105.0015815,trail,,239945597,way,openstreetmap,391
Loop Trail,39.6218447,-105.0007581,trail,,239945600,way,openstreetmap,391
Loop Trail,39.6224181,-105.0012239,trail,,239945601,way,openstreetmap,391
Loop Trail,39.6223677,-105.0059649,trail,,239946036,way,openstreetmap,391
Loop Trail,39.6211095,-105.0040915,trail,,239946042,way,openstreetmap,391
Loop Trail,39.6205961,-105.0059715,trail,,239946046,way,openstreetmap,391
Loop Trail,39.6231305,-105.0036904,trail,,239954967,way,openstreetmap,391
West Maroon Portal Trail,39.1007563,-106.940068,trail,,240218817,way,openstreetmap,43
Continental Divide Trail,37.0057958,-106.4522293,trail,,240600479,way,openstreetmap,81
Continental Divide NST,37.4984292,-106.8439949,trail,,240842357,way,openstreetmap,78
Continental Divide NST,37.4961461,-106.8114945,trail,,240842371,way,openstreetmap,78
Continental Divide NST,37.5074066,-106.8763866,trail,,240847398,way,openstreetmap,76
Continental Divide NST,37.5618341,-106.893491,trail,,240847399,way,openstreetmap,78
Continental Divide NST,37.5141108,-106.8766146,trail,,240847400,way,openstreetmap,76
Continental Divide NST,37.5348257,-106.8793973,trail,,240847401,way,openstreetmap,76
Continental Divide NST,37.5469985,-106.879439,trail,,240847403,way,openstreetmap,76
Archuleta Trail,37.5310873,-106.8407118,trail,,240847406,way,openstreetmap,76
Continental Divide NST,37.5661623,-106.9119822,trail,,240847407,way,openstreetmap,76
Continental Divide NST,37.5285592,-106.8760526,trail,,240847408,way,openstreetmap,76
Continental Divide NST,37.6185645,-107.1978188,trail,,240850698,way,openstreetmap,77
Continental Divide NST,37.6139148,-107.2409875,trail,,240850700,way,openstreetmap,76
Continental Divide NST,37.6004753,-107.2209654,trail,,240850701,way,openstreetmap,76
Cimarrona Trail,37.5921808,-107.2119278,trail,,240850706,way,openstreetmap,77
Rincon la Osa Trail (525),37.6419325,-107.3705244,trail,,240853492,way,openstreetmap,751
Continental Divide NST,37.648312,-107.4115799,trail,,240853496,way,openstreetmap,751
Rincon La Vaca Trail,37.6710445,-107.3453826,trail,,240853499,way,openstreetmap,751
Rincon La Vaca Trail,37.6742923,-107.3731891,trail,,240853500,way,openstreetmap,751
Overlook Trail,40.2841755,-106.8640141,trail,,241701346,way,openstreetmap,15
Lakeside Trail,40.2770515,-106.8720857,trail,,241701350,way,openstreetmap,15
Elk Run Trail,40.2736821,-106.8593288,trail,,241741380,way,openstreetmap,15
Tailwater Anglers Trail,40.2879435,-106.8271046,trail,,241742590,way,openstreetmap,15
Perimeter Trail,38.0217481,-107.66527,trail,,241970170,way,openstreetmap,65
Perimeter Trail (6156),38.0186154,-107.6790425,trail,,241970171,way,openstreetmap,65
Portland Trail (238),38.0173877,-107.6618911,trail,,241970172,way,openstreetmap,65
Dallas Trail #200,38.055618,-107.7243021,trail,,241976083,way,openstreetmap,65
Surprise Trail,39.8211916,-106.3040482,trail,,242202551,way,openstreetmap,371
Fish Creek Trail,40.4753317,-106.6828362,trail,,243056144,way,openstreetmap,14
River Walk MUP,38.2670958,-104.6142306,trail,,243238413,way,openstreetmap,84
Arroyo Grande,38.801562,-104.8660875,trail,,243249110,way,openstreetmap,59
PopCycle Bridge,38.8671823,-104.8284909,trail,,243360571,way,openstreetmap,110
Diagonal Trail,38.3101432,-104.7955004,trail,,243369010,way,openstreetmap,84
Cathedral Lake Trail,39.0285579,-106.8417522,trail,,243473088,way,openstreetmap,43
Cathedral Lake Trail,39.0350744,-106.8248282,trail,,243473089,way,openstreetmap,43
Wyoming Trail,40.408456,-106.6318459,trail,,243585072,way,openstreetmap,14
Conundrum Creek Trail,39.1016369,-106.8627336,trail,,244080705,way,openstreetmap,43
Conundrum Creek Trail,39.0670287,-106.8767381,trail,,244083202,way,openstreetmap,43
Conundrum Creek Trail,39.046733,-106.8843737,trail,,244083314,way,openstreetmap,43
Conundrum Creek Trail,39.0279765,-106.8867508,trail,,244084090,way,openstreetmap,43
Templeton Gap Trail,38.8809369,-104.7991636,trail,,244184012,way,openstreetmap,110
Sand Creek Trail,38.8424324,-104.7268914,trail,,244236909,way,openstreetmap,110
Boulevard,37.9353912,-107.8661831,trail,,244500020,way,openstreetmap,70
Lovell Gulch Trail,39.0195041,-105.0419067,trail,,244773054,way,openstreetmap,511
Lovell Gulch Trail,39.0235101,-105.039612,trail,,244773060,way,openstreetmap,511
Lovell Gulch Trail,39.0285441,-105.0247793,trail,,244773122,way,openstreetmap,511
Lovell Gulch Trail,39.028883,-105.037271,trail,,244773171,way,openstreetmap,511
Skyline Trail,39.0092992,-104.8065017,trail,,244986477,way,openstreetmap,110
La Deux Réservoirs Trail,39.1177634,-104.9273242,trail,,245011070,way,openstreetmap,511
La Deux Réservoirs Trail,39.1145551,-104.9379544,trail,,245011077,way,openstreetmap,511
Inlet Trail,39.1152157,-104.9442224,trail,,245011080,way,openstreetmap,511
La Deux Réservoirs Trail,39.1109041,-104.9414453,trail,,245011093,way,openstreetmap,511
Expo Park Internal Trail,39.7065295,-104.8601146,trail,,245269802,way,openstreetmap,104
St. Mary's Glacier Trail,39.8372082,-105.6501839,trail,,245901002,way,openstreetmap,38
Bridges,38.8706825,-106.947753,trail,,246242346,way,openstreetmap,55
Chicago Basin Trail,37.6334075,-107.6926748,trail,,246408363,way,openstreetmap,74
Chicago Basin Trail,37.6170373,-107.606193,trail,,246412280,way,openstreetmap,75
Needle Creek Trail (504),37.6054823,-107.6072463,trail,,246495238,way,openstreetmap,75
Endlich Mesa Trail (534),37.5893158,-107.6010766,trail,,246499437,way,openstreetmap,751
Johnson Creek Trail (821),37.5874299,-107.5684086,trail,,246499439,way,openstreetmap,751
Metzger Farm OS,39.9167719,-105.0307337,trail,,246799808,way,openstreetmap,29
Shooks Run Trail,38.834694,-104.8133909,trail,,246857898,way,openstreetmap,118
Shooks Run Trail,38.8341925,-104.8136416,trail,,246857899,way,openstreetmap,118
Big Bluestem Trail,38.7479103,-104.6895065,trail,,247306443,way,openstreetmap,118
La Forette Trail,39.0070174,-104.8190881,trail,,247323973,way,openstreetmap,110
La Forette Trail,39.0049446,-104.8190126,trail,,247324220,way,openstreetmap,110
La Forette Trail,39.0089696,-104.819189,trail,,247324785,way,openstreetmap,110
Shooks Run Trial,38.8705863,-104.8179611,trail,,247328433,way,openstreetmap,110
Woodmen Trail,38.9421988,-104.7799158,trail,,247359395,way,openstreetmap,110
Meadow Ridge Trail,38.9482713,-104.7479176,trail,,247360722,way,openstreetmap,110
Homestead Trail,38.8718148,-104.7520631,trail,,247433733,way,openstreetmap,110
Blue Lakes Trail,37.9955049,-107.7862767,trail,,247939573,way,openstreetmap,65
Rock of Ages Connection,37.8545651,-107.9776772,trail,,247956957,way,openstreetmap,70
Lizard Head Trail,37.8370538,-107.9573295,trail,,247957906,way,openstreetmap,70
Lizard Head Trail,37.8280579,-107.9448749,trail,,247958127,way,openstreetmap,71
Lizard Head Trail,37.8247467,-107.923073,trail,,247958749,way,openstreetmap,70
Lizard Head Trail,37.8317938,-107.9002021,trail,,247959012,way,openstreetmap,70
Conundrum Trail,38.9984731,-106.9226203,trail,,247967153,way,openstreetmap,55
Laplata Peak-Blackbear Trail,39.0123312,-106.4804716,trail,,248099618,way,openstreetmap,48
South Colony Trail,37.9648771,-105.562562,trail,,248171399,way,openstreetmap,86
Humboldt Trail,37.9727483,-105.5620539,trail,,248171698,way,openstreetmap,86
The Catwalk,37.623997,-107.6209195,trail,,248314626,way,openstreetmap,75
Cross Mountain Trail,37.8161566,-107.949827,trail,,248399620,way,openstreetmap,71
Cottonwood Creek Trail,38.9278901,-104.8066592,trail,,248543845,way,openstreetmap,110
Marmot Passage Trail,39.5144899,-105.4152975,trail,,249243116,way,openstreetmap,46
Elk  Creek Trail,37.1495429,-106.503328,trail,,249651177,way,openstreetmap,81
Elk Creek Trail,37.1382176,-106.4492023,trail,,249651248,way,openstreetmap,81
City of Lafayette Trail,39.9652486,-105.0999015,trail,,250014274,way,openstreetmap,29
Navajo Peak,37.1084423,-106.8105318,trail,,250072343,way,openstreetmap,78
Ridge Stock Driveway Trail #233,38.0092517,-107.5520005,trail,,250354745,way,openstreetmap,65
West Lost Creek,37.8218829,-107.3914673,trail,,250369013,way,openstreetmap,76
Lost Trail,37.8192362,-107.3506606,trail,,250480612,way,openstreetmap,76
Lost Trail,37.7843139,-107.352253,trail,,250481661,way,openstreetmap,76
Cascade Amphitheater Tie (213.1A),38.0211886,-107.6613492,trail,,250488333,way,openstreetmap,65
Sneffels Highline Trail,37.9647456,-107.807572,trail,,250488818,way,openstreetmap,70
Wrights Lake Spur,37.9898927,-107.7824788,trail,,250489822,way,openstreetmap,65
Rock of Ages Trail,37.8664276,-108.0049275,trail,,250490197,way,openstreetmap,70
Navajo Lake Trail,37.8527799,-107.9957971,trail,,250490730,way,openstreetmap,71
Lizard Head Trail,37.8680507,-107.957534,trail,,250491446,way,openstreetmap,70
Mount of the Holy Cross #2009,39.483487,-106.4591951,trail,,250492034,way,openstreetmap,45
Yampa River Core Trail,40.4812481,-106.8301328,trail,,250661103,way,openstreetmap,131
Yampa River Core Trail,40.4811666,-106.8297765,trail,,250661105,way,openstreetmap,131
Kilpacker Basin Trail,37.8266601,-108.0285248,trail,,250865043,way,openstreetmap,71
Navajo Lake Trail,37.8315059,-108.0449187,trail,,250866903,way,openstreetmap,71
Red Rocks-Nighthorse Trail,38.6653989,-107.8636733,trail,,250881200,way,openstreetmap,64
Whitehead Trail,37.7541294,-107.6184378,trail,,250905291,way,openstreetmap,75
Whitehead Trail,37.7481834,-107.6041777,trail,,250905309,way,openstreetmap,75
Cunningham Gulch Trail,37.7657682,-107.6294211,trail,,250905345,way,openstreetmap,75
Molas - Co.Trail,37.7335194,-107.6610983,trail,,250905578,way,openstreetmap,74
Molas Lake Trail,37.7433843,-107.6844339,trail,,250908281,way,openstreetmap,74
Bear Creek Trail (241),38.0037847,-107.6607663,trail,,251114599,way,openstreetmap,65
Bear Creek Trail (241),38.003961,-107.6556905,trail,,251115367,way,openstreetmap,65
Bear Creek Trail (241),37.9988033,-107.6236086,trail,,251115696,way,openstreetmap,65
Bear Creek Trail #241,37.9969597,-107.6146181,trail,,251115894,way,openstreetmap,65
Bear Creek Trail (241),37.9993562,-107.63645,trail,,251116449,way,openstreetmap,65
Bear Creek Trail (241),38.0006104,-107.6475292,trail,,251116849,way,openstreetmap,65
Porphry Basin Trail,37.8867333,-107.7451062,trail,,251206113,way,openstreetmap,74
Columbine Lake,37.8620647,-107.748602,trail,,251264451,way,openstreetmap,74
South Park Trail,39.5930437,-105.7272512,trail,,251285490,way,openstreetmap,46
Silver Dollar Lake Trail,39.6038967,-105.7402911,trail,,251285963,way,openstreetmap,39
Rosalie Trail,39.5750901,-105.6943882,trail,,251286113,way,openstreetmap,46
Mount Democrat Trail,39.3402671,-106.1360759,trail,,251287526,way,openstreetmap,49
McCullough Gulch Trail,39.4067318,-106.0937585,trail,,251389420,way,openstreetmap,37
Lower McCullough Gulch Road,39.4028791,-106.0611542,trail,,251391545,way,openstreetmap,37
Island Lakes Trail,39.9462962,-107.139537,trail,,251399903,way,openstreetmap,26
Perimeter Trail,38.0178728,-107.6791957,trail,,251439061,way,openstreetmap,65
Perimeter Trail,38.008902,-107.6646418,trail,,251439062,way,openstreetmap,65
Perimeter Trail,38.0143786,-107.6643192,trail,,251439063,way,openstreetmap,65
Wall Lake Trail,39.9591515,-107.2335711,trail,,251579970,way,openstreetmap,24
Oyster Lake Trail,39.9439679,-107.4679292,trail,,251580621,way,openstreetmap,24
Carhart Trail,39.9837535,-107.2329723,trail,,251581942,way,openstreetmap,24
Little Trappers Trail,39.9930705,-107.1995168,trail,,251701372,way,openstreetmap,24
West Mountain Trail,39.8917242,-107.1270331,trail,,251702895,way,openstreetmap,25
Turret/Crescent Trail,39.9043581,-107.1792655,trail,,251703179,way,openstreetmap,25
Turret Creek Trail,39.8651119,-107.196781,trail,,251703637,way,openstreetmap,25
Shingle Peak Trail,39.8547581,-107.2017053,trail,,251706341,way,openstreetmap,25
Bear River Trail,40.0114266,-107.152025,trail,,251708631,way,openstreetmap,231
East Fork Trail,40.0883229,-107.1761066,trail,,251708715,way,openstreetmap,12
Chinese Wall Trail,40.0206036,-107.2305401,trail,,251709126,way,openstreetmap,24
Big Fish Trail,39.9928547,-107.2807121,trail,,251718660,way,openstreetmap,24
Butcherknife Trail,40.4891218,-106.8217147,trail,,252080548,way,openstreetmap,14
Butcherknife Trail,40.4923165,-106.81925,trail,,252080549,way,openstreetmap,14
Butcherknife Trail,40.4922949,-106.8205322,trail,,252080550,way,openstreetmap,14
Moraine Park Trail,40.3655459,-105.6051003,trail,,253539591,way,openstreetmap,20
Porcupine Park Loop,39.9312904,-105.5870915,trail,,253862951,way,openstreetmap,29
Cheater's Corner,39.9325887,-105.5814547,trail,,253870963,way,openstreetmap,29
Ja Sure,39.9305925,-105.5816139,trail,,253870965,way,openstreetmap,29
Phoebe Snow Loop,39.9277307,-105.5814493,trail,,253870972,way,openstreetmap,29
Twin Twisted Tree,39.9337453,-105.5758429,trail,,253870976,way,openstreetmap,29
17th Avenue,39.9304443,-105.5826896,trail,,254021414,way,openstreetmap,29
17th Avenue,39.9360089,-105.577996,trail,,254021415,way,openstreetmap,29
For Pete's Sake,39.9348409,-105.5764791,trail,,254021416,way,openstreetmap,29
Woodcutter,39.9301704,-105.5740046,trail,,254021417,way,openstreetmap,29
Buckeye Basin Loop,39.9345227,-105.5692423,trail,,254021418,way,openstreetmap,29
Sawmill,39.930298,-105.5780641,trail,,254021419,way,openstreetmap,29
Siding,39.9307525,-105.5774821,trail,,254021420,way,openstreetmap,29
Setting Sun,39.9273991,-105.5728344,trail,,254021421,way,openstreetmap,29
Rising Sun,39.9262889,-105.5655101,trail,,254021422,way,openstreetmap,29
Rob's Shortcut,39.9306433,-105.5565749,trail,,254021423,way,openstreetmap,29
South Lateral Moraine Trail,40.3488576,-105.5993072,trail,,254067477,way,openstreetmap,20
Mill Iron,39.9369701,-105.5678905,trail,,254093184,way,openstreetmap,29
Peterson's Return,39.9381916,-105.5720077,trail,,254093185,way,openstreetmap,29
Dixie,39.9373726,-105.5715191,trail,,254093186,way,openstreetmap,29
Annie B.,39.9371148,-105.5711825,trail,,254093187,way,openstreetmap,29
Sawmill,39.9345256,-105.5692423,trail,,254093188,way,openstreetmap,29
Roller Coaster,39.9373351,-105.5757635,trail,,254093189,way,openstreetmap,29
Stadium,39.9373263,-105.5753916,trail,,254093190,way,openstreetmap,29
Bogwaun,39.9350983,-105.566434,trail,,254093688,way,openstreetmap,29
Deadman's Gulch,39.9292788,-105.5859622,trail,,254093689,way,openstreetmap,29
Gandy Dancer,39.9349361,-105.5761172,trail,,254094243,way,openstreetmap,29
Moraine Tuxedo Cutoff Trail,40.3499681,-105.5821749,trail,,254249004,way,openstreetmap,20
Sprague Lake Trail,40.321127,-105.6061461,trail,,254256992,way,openstreetmap,20
Sprague Lake Trail,40.3204693,-105.6072496,trail,,254256996,way,openstreetmap,20
Sprague Lake Trail,40.3200957,-105.6063352,trail,,254258498,way,openstreetmap,20
Sprague Lake Trail,40.3193162,-105.6055262,trail,,254258499,way,openstreetmap,20
Buckeye Basin Loop,39.931949,-105.5698911,trail,,254294963,way,openstreetmap,29
Rising Sun,39.9295096,-105.5713126,trail,,254294964,way,openstreetmap,29
Fatty Mills,39.9298126,-105.5655185,trail,,254294965,way,openstreetmap,29
Rising Sun,39.9328919,-105.5612597,trail,,254294966,way,openstreetmap,29
Yampa River Core Trail,40.4597524,-106.8244188,trail,,255755676,way,openstreetmap,131
Yampa River Core Trail,40.4711001,-106.8303189,trail,,255756171,way,openstreetmap,131
Yampa River Core Trail,40.4815911,-106.8279571,trail,,255756172,way,openstreetmap,131
Yampa River Core Trail,40.4860316,-106.8373443,trail,,255756173,way,openstreetmap,131
Yampa River Core Trail,40.4872491,-106.8389269,trail,,255756175,way,openstreetmap,131
Willow Creek Trail,40.811956,-106.9576416,trail,,256663596,way,openstreetmap,214
Willow Creek Trail,40.8111348,-106.9622873,trail,,256663600,way,openstreetmap,214
Willow Creek Trail,40.8071207,-106.9731179,trail,,256663602,way,openstreetmap,214
Willow Creek Trail,40.8086171,-106.9546253,trail,,256663614,way,openstreetmap,214
Willow Creek Trail,40.8076033,-106.9672382,trail,,256663616,way,openstreetmap,214
Willow Creek Trail,40.8019831,-106.9517983,trail,,256930389,way,openstreetmap,214
Siena Trail,39.9805905,-105.0309128,trail,,257046171,way,openstreetmap,29
Siena Trail,39.9813554,-105.0279235,trail,,257046215,way,openstreetmap,29
Colorado Trail (Segment 1 Waterton Canyon Alternative),39.4228255,-105.1190846,trail,,257673264,way,openstreetmap,51
Colorado Trail (Segment 1) 1776,39.4121155,-105.143746,trail,,257673265,way,openstreetmap,51
Southwest Loop,39.806075,-104.8206507,trail,,257712871,way,openstreetmap,104
Bluestem Loop,39.8103454,-104.8208514,trail,,257712938,way,openstreetmap,104
Locust Loop Trail,39.8239179,-104.8621555,trail,,257714078,way,openstreetmap,104
Army Historic Trail,39.826715,-104.8595564,trail,,257714117,way,openstreetmap,104
Legacy Trail,39.8163389,-104.8776871,trail,,257714162,way,openstreetmap,104
Rocky Mountain Greenway Trail,39.8136695,-104.8713443,trail,,257714767,way,openstreetmap,104
Prairie Gateway Open Space Trail,39.8097267,-104.8921504,trail,,257715227,way,openstreetmap,104
Colorado Trail (Segment 4),39.3371025,-105.4024543,trail,,258707843,way,openstreetmap,501
Rocky Mountain Arsenal National Wildlife Refuge Perimeter Trail,39.8706578,-104.809804,trail,,258714342,way,openstreetmap,104
Cottonwood Creek Trail,37.9542836,-105.5791647,trail,,258728054,way,openstreetmap,82
Crestone Needle Climber's Route,37.9623949,-105.5747001,trail,,258728100,way,openstreetmap,82
Hope Lake Trail,37.7944672,-107.8482442,trail,,258832418,way,openstreetmap,70
White Creek Trail,37.7338407,-107.8224343,trail,,258835477,way,openstreetmap,74
Coal Creek Trail,37.7179685,-107.7960244,trail,,258835478,way,openstreetmap,74
Mount Eolus Climber's Route,37.6226967,-107.6219125,trail,,258848159,way,openstreetmap,75
Johnson Creek Trail (821),37.5871188,-107.5338692,trail,,258848436,way,openstreetmap,751
Colorado Trail (Segment 6),39.5403193,-106.0356624,trail,,258962347,way,openstreetmap,37
Colorado Trail (Segment 6),39.5398668,-106.0383371,trail,,258962348,way,openstreetmap,37
Miners Creek Trail,39.5055044,-106.1069937,trail,,258976356,way,openstreetmap,37
Summit County Recreational Pathway,39.5411438,-106.0420156,trail,,258976364,way,openstreetmap,37
Summit County Recreational Pathway,39.5376354,-106.042793,trail,,258976365,way,openstreetmap,37
Wheeler Trail,39.4865053,-106.1254253,trail,,258977737,way,openstreetmap,37
Colorado Trail (Segment 8),39.4951696,-106.1443503,trail,,258977739,way,openstreetmap,37
Conundrum Creek Trail,39.0030349,-106.8997357,trail,,259152712,way,openstreetmap,43
Maroon Creek Trail,39.1031014,-106.9260742,trail,,259211954,way,openstreetmap,43
Linkins Lake Trail,39.1275993,-106.5852307,trail,,259216523,way,openstreetmap,47
Lost Man Loop Trail,39.1458908,-106.5790614,trail,,259216525,way,openstreetmap,47
South Fork Pass,39.1717635,-106.5889694,trail,,259221280,way,openstreetmap,47
Lost Man Loop Trail,39.144518,-106.6090378,trail,,259222028,way,openstreetmap,47
Green Mountain 722,39.3317646,-105.3261433,trail,,259273090,way,openstreetmap,501
North Huron Trail,38.9493785,-106.4418385,trail,,259285794,way,openstreetmap,481
Butcherknife Trail,40.489605,-106.819788,trail,,260963212,way,openstreetmap,14
Cuerno Verde Trail,37.6047869,-104.8341686,trail,,262494150,way,openstreetmap,85
Cuerno Verde Trail,37.610869,-104.8349776,trail,,262494193,way,openstreetmap,85
Cuerno Verde Trail,37.6070756,-104.8412048,trail,,262494194,way,openstreetmap,85
Cuerno Verde Trail,37.6066916,-104.8413237,trail,,262495149,way,openstreetmap,85
Cuerno Verde Trail,37.6056614,-104.8390663,trail,,262495151,way,openstreetmap,85
Cuerno Verde Trail,37.6068683,-104.8412632,trail,,262495155,way,openstreetmap,85
Lower Westside Cutoff,38.8945142,-106.9647767,trail,,263020157,way,openstreetmap,55
Meander,38.9080471,-106.9428257,trail,,263020160,way,openstreetmap,55
Painter Boy,38.904723,-106.9551909,trail,,263020161,way,openstreetmap,55
Primer #1,38.9031065,-106.9437355,trail,,263020162,way,openstreetmap,55
Up and Away,38.900159,-106.9602089,trail,,263020165,way,openstreetmap,55
Westside,38.8951,-106.962337,trail,,263020167,way,openstreetmap,55
K1 Trail,39.1353219,-108.7394355,trail,,263022362,way,openstreetmap,40
K1 Trail,39.1335925,-108.7397713,trail,,263022363,way,openstreetmap,40
K10 Trail,39.1347267,-108.755354,trail,,263022364,way,openstreetmap,40
K7 Trail,39.134512,-108.7483658,trail,,263022366,way,openstreetmap,40
Opal Hill Trail,39.1420235,-108.7546564,trail,,263022374,way,openstreetmap,40
Opal Hill Trail,39.1441943,-108.7527898,trail,,263022375,way,openstreetmap,40
Opal Hill Trail,39.1455256,-108.7551028,trail,,263022376,way,openstreetmap,40
Rocky Mountain Arsenal National Wildlife Refuge Perimeter Trail,39.8558149,-104.7996931,trail,,263157389,way,openstreetmap,104
Rocky Mountain Arsenal National Wildlife Refuge Perimeter Trail,39.8705506,-104.8237462,trail,,263157489,way,openstreetmap,104
Rocky Mountain Arsenal National Wildlife Refuge Perimeter Trail,39.8703373,-104.8365256,trail,,263157490,way,openstreetmap,104
Continental Divide Trail and Colorado Trail (Segment 11),39.0897816,-106.3350007,trail,,263897261,way,openstreetmap,48
Potomac St MUP,39.890065,-104.8276678,trail,,263914988,way,openstreetmap,104
106th Ave MUP,39.8890457,-104.8293532,trail,,263914992,way,openstreetmap,104
Wheeling St MUP,39.8894566,-104.831123,trail,,263915002,way,openstreetmap,104
106th Ave MUP,39.8891163,-104.8273941,trail,,263915013,way,openstreetmap,104
106th Ave MUP,39.8890756,-104.8252567,trail,,263915016,way,openstreetmap,104
East 96th Avenue MUP,39.8708987,-104.8608643,trail,,263915624,way,openstreetmap,104
BLM Trail 8520C,38.6602026,-105.2577537,trail,,264241016,way,openstreetmap,581
BLM Trail 5820B,38.6459239,-105.241329,trail,,264241022,way,openstreetmap,581
Colorado Trail,38.3022768,-106.3558484,trail,,264519247,way,openstreetmap,551
Continental Divide NST,37.9678913,-106.9828518,trail,,264541530,way,openstreetmap,76
Continental Divide NST,37.8883164,-107.316064,trail,,264631147,way,openstreetmap,76
Continental Divide NST,37.9713996,-106.9731616,trail,,264631150,way,openstreetmap,76
Continental Divide NST,37.7912221,-107.5344995,trail,,264635395,way,openstreetmap,76
Molas - Colorado Trail,37.7413919,-107.7048501,trail,,264778130,way,openstreetmap,74
Molas - Colorado Trail,37.7393061,-107.6796707,trail,,264778138,way,openstreetmap,74
Colorado Trail (Segment 25),37.7163566,-107.8781089,trail,,264780592,way,openstreetmap,71
Colorado Trail (Segment 25),37.7140264,-107.9023807,trail,,264781849,way,openstreetmap,74
Blackhawk Co. Trail,37.6410247,-107.965001,trail,,264788277,way,openstreetmap,74
Blackhawk Co. Trail,37.647021,-107.9606548,trail,,264788283,way,openstreetmap,71
Blackhawk Co. Trail,37.6427008,-107.9629189,trail,,264788288,way,openstreetmap,71
Highline - Co.Trail,37.5547674,-108.0253815,trail,,264788291,way,openstreetmap,71
Highline - Co.Trail,37.6295922,-107.9804171,trail,,264788526,way,openstreetmap,71
Chambers MUP,39.907966,-104.808865,trail,,265073331,way,openstreetmap,104
